,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
31,1891119604308570557,Sun Feb 16 13:37:03 +0000 2025,0,Saat saya buka web coretax muncul notif ini : Preloading reference data in background! Please wait. Dan laman page-nya hanya menampilkan seperti ini cukup lama. Apa solusinya? Kira-kira berapa lama pastinya ini memuat data? @kring_pajak https://t.co/uts1RFMdvC,1891119604308570557,https://pbs.twimg.com/media/Gj6bGW6a4AA9Jpm.jpg,,in,,0,1,0,https://x.com/ushiomoonie/status/1891119604308570557,1782391848306384896,ushiomoonie
32,1891113974608920965,Sun Feb 16 13:14:41 +0000 2025,0,gampangnya coretax pake crackan akaoakwo SEKELAS PEMERINTAH MASIH PAKE CRACK BUAT JALANIN INI SISTEM PAJAK WE'RE SO DOOMED.,1891113974608920965,,,in,Jakarta Timur.,0,0,0,https://x.com/Flashdllah/status/1891113974608920965,118324477,Flashdllah
33,1891103235013816620,Sun Feb 16 12:32:00 +0000 2025,0,KPK Kepolisian atau Kejaksaan sampai hari ini ga ada yg bergerak memeriksa @KemenkeuRI atas kegagalan Coretax ini? Brp kerugian negara di Januari 2025 krn pajak yg tidak terpungut? Belum masalah dari Coretax itu sendiri.,1891103235013816620,,,in,,0,0,0,https://x.com/langilea8/status/1891103235013816620,1794432370327826432,langilea8
34,1891096999115587796,Sun Feb 16 12:07:14 +0000 2025,0,@kring_pajak halo saat saya sedang menambah orang terkait di coretax. Saya dpt issue ini. Kiranya bagaimana ya? Mohon bantuannya min https://t.co/AAdr8T2VHa,1891096999115587796,https://pbs.twimg.com/media/Gj6GsqRbYAAGGrv.jpg,kring_pajak,in,Indonesia,0,1,0,https://x.com/tonoman3g/status/1891096999115587796,247562362,tonoman3g
35,1891088705126805671,Sun Feb 16 11:34:16 +0000 2025,1,jd lapor pajak thn ini bakal pake coretax metode lama atau tidak usah lapor sama sekali nih? bingung,1891088705126805671,,,in,"Den's Market, South Balirusia",0,2,0,https://x.com/AdulfNigglerz/status/1891088705126805671,970174030744510464,AdulfNigglerz
36,1891023514431267199,Sun Feb 16 11:32:01 +0000 2025,10,@hukumnewtondua Gak sampe Dirjen lah. Itu PM Coretax aja udah more than 100mil/month 14x dlm setahun pajak DTP. Msh jadi Dewan di Badan pemerintah dpt tambahan lagi pastinya. Lagian kan saya jg lom cerita posisi teman kan? Yg kerjanya udah gak kenal siang/malam libur atau gak dan bersaing,1891088138346623277,,hukumnewtondua,in, Sgr A*,0,0,2,https://x.com/gg_02022020/status/1891088138346623277,1209196396374417409,gg_02022020
37,1891083087200583730,Sun Feb 16 11:11:57 +0000 2025,0,Permasalahan Coretax Tak Kunjung Usai Apa Solusinya? https://t.co/DY8EjkMF9P #coretax #pajak #tax https://t.co/pmA9THnmbu,1891083087200583730,https://pbs.twimg.com/media/Gj56CMrbMAASDue.jpg,,in,Indonesia,0,0,0,https://x.com/digivestasi/status/1891083087200583730,1450395130792329223,digivestasi
38,1891080145726820768,Sun Feb 16 11:00:15 +0000 2025,0,Panduan Impersonate Coretax Wajib Pajak dapat mewakilkan kewajiban perpajakannya lewat Wakil/Kuasa/PIC TKU melalui Coretax. Simak infografis berikut untuk panduannya. https://t.co/DPM3E1Z26M,1891080145726820768,https://pbs.twimg.com/media/Gj50DAWbAAAbRoO.jpg,,in,"Bengkalis, Riau, Indonesia",0,0,0,https://x.com/pajakduri/status/1891080145726820768,1222732851356954625,pajakduri
39,1886349803195711759,Sun Feb 16 10:17:36 +0000 2025,0,@kring_pajak @kukubimaenergi Hai @kring_pajak siapa ketua panja coretax ini sih ?,1891069411353629022,,chiensugianto,in,,0,0,0,https://x.com/chiensugianto/status/1891069411353629022,53058201,chiensugianto
40,1891058700153950572,Sun Feb 16 09:35:02 +0000 2025,0,Sore! Open Jasa : - Perhitungan Pajak - Pembuatan NPWP - Tanggapan SP2DK - Pembuatan Laporan Keuangan - Pembuatan Laporan Keuangan + lapor SPT - Lapor SPT Masa - Lapor SPT Tahunan Pegawai PT CV Badan Baca bio terlebih dahulu sebelum order ya #jokipajak #coretax #zonauang,1891058700153950572,,,in,WA :,0,0,0,https://x.com/chemomils/status/1891058700153950572,1592475345537859587,chemomils
41,1891057014995857740,Sun Feb 16 09:28:21 +0000 2025,0,yaampun ini udah ada niat bayar pajak tp malah gak bisa bayar pajak gara2 coretax error terussss mau di sign gak bisa2,1891057014995857740,,,in,,0,0,0,https://x.com/rachlovea/status/1891057014995857740,1750017924,rachlovea
42,1891056336474902593,Sun Feb 16 09:25:39 +0000 2025,0,Halo #KawanPajak Kanwil DJP Jakarta Selatan I membuka Layanan Helpdesk Coretax kepada Wajib Pajak Sekarang #KawanPajak dapat melakukan konsultasi Coretax secara langsung di Kanwil DJP Jakarta Selatan I kami buka dengan jadwal sebagai berikut: https://t.co/MzMI1izIkN,1891056336474902593,https://pbs.twimg.com/media/Gj5htXMbAAAx_s2.jpg,,in,"DKI Jakarta, Indonesia",0,1,0,https://x.com/pajakjaksel1/status/1891056336474902593,701572781255872514,pajakjaksel1
43,1891047160470253881,Sun Feb 16 08:49:11 +0000 2025,0,@kring_pajak Min kalau mau laporin spt badan 2024 nihil tapi belum punya akun djp online. pengajuan efin untuk aktivasi djp-nya bagaimana? ada yg bilang bisa lewat coretax emang iya?,1891047160470253881,,kring_pajak,in,,0,1,0,https://x.com/Vhaalll/status/1891047160470253881,1268945650130939904,Vhaalll
44,1891038935318417850,Sun Feb 16 08:17:55 +0000 2025,0,Berikut 3 saluran utama pembuatan faktur pajak yang dapat digunakan oleh PKP: 1. Coretax DJP 2. PJAP 3. Aplikasi e-Faktur Client Desktop PKP mengajukan permohonan NSFP pada https://t.co/jASLYLaZFd. Yang perlu diperhatikan PKP yang memanfaatkan Aplikasi e-Faktur Client Desktop https://t.co/m2N1HIBTwy,1891039293251936493,https://pbs.twimg.com/media/Gj5SNqUboAAMoX0.jpg,pajaktabanan,in,"Tabanan, Indonesia",0,1,0,https://x.com/pajaktabanan/status/1891039293251936493,3178876567,pajaktabanan
45,1891036907108270328,Sun Feb 16 08:08:27 +0000 2025,0,@kring_pajak kompensasi lebih bayar pph 21 masa Des 2024 kenapa gak keluar otomatis di coretax? Jadi gak bisa bayar pajak ini.,1891036907108270328,,kring_pajak,in,,0,1,0,https://x.com/AnggraeniLini/status/1891036907108270328,972483328400965634,AnggraeniLini
46,1891026788182114791,Sun Feb 16 07:28:14 +0000 2025,0,@kring_pajak min mau buat skf di coretax kenapa ga bisa terus bapuk deh sistemnya https://t.co/0pBgWUxioQ,1891026788182114791,https://pbs.twimg.com/media/Gj5G15OasAAbG21.jpg,kring_pajak,in,,0,1,0,https://x.com/Ratna42429605/status/1891026788182114791,1289938699606614021,Ratna42429605
47,1891026241123189178,Sun Feb 16 07:26:04 +0000 2025,0,let's thx god dulu aku ga milih pajak maut adalah coretax,1891026241123189178,,,in,ᬳᬶᬦ᭄ᬤᬸ,0,0,0,https://x.com/prasstheticccc/status/1891026241123189178,1862528731904188416,prasstheticccc
48,1891023752072233005,Sun Feb 16 07:16:10 +0000 2025,0,halo @kring_pajak saya sudah melakukan permintaan sertifikat elektronik via coretax dari tgl 20 januari namun sampai saat ini sertifikat elektronik tsb masih berstatus diproses. saya chat KPP terdaftar tidak ada respon. Ini gimana ya ? saya tidak bisa upload daktur pajak jadinya,1891023752072233005,,,in,,0,2,0,https://x.com/novik2111/status/1891023752072233005,1186132392022405120,novik2111
49,1865632247363334465,Sun Feb 16 06:20:01 +0000 2025,0,Hi all Kami menawarkan Jasa Konsultan pajak (Freelance) Menangani Keperluan : 1.Pembuatan Coretax 2.Administrasi Perpajakan 3.Perhitungan SPT Masa dan Tahunan 4.Perhitungan SPT Badan dan OP 5.Pelaporan SPT 6.Keperluan SP2DK 7.Pembuatan sertel pribadi 8.Setting coretax #zonauang,1891009620597977450,,passionerietax,in,🚫 NO REALTIME 🚫,0,1,0,https://x.com/passionerietax/status/1891009620597977450,1296656644701474819,passionerietax
50,1887089307678392633,Sun Feb 16 06:11:18 +0000 2025,0,@kring_pajak @DitjenPajakRI Halo kakak hingga hari ini saya masih belum mendapatkan BPE dan di coretax masih tidak ada tombol pengunduhan BPE mohon solusiny,1891007425890631718,,kring_pajak,in,,0,1,0,https://x.com/Macena_joo/status/1891007425890631718,1121802622879485958,Macena_joo
51,1671688332093562880,Sun Feb 16 06:02:52 +0000 2025,0,@MorphoMenelausX Gimana mau punya uang mau bayar pajak aja dipersulit coretax tolol,1891005304990531597,,MorphoMenelausX,in,Nowhere,0,0,0,https://x.com/ValeValvuela/status/1891005304990531597,148985134,ValeValvuela
52,1891002162714448283,Sun Feb 16 05:50:23 +0000 2025,2,woo pantess bagian pajak okeh sek do resign ki mergo coretax ealahh,1891002162714448283,,,in,"Sinduadi, Sleman",0,0,0,https://x.com/riesmaRAP/status/1891002162714448283,257859496,riesmaRAP
53,1890999610916712770,Sun Feb 16 05:40:14 +0000 2025,1,@kring_pajak halo min untuk LB PPh 21 masa des'24 yang sudah muncul di coretax pph 21 masa jan'25 apabila ingin di kompensasi ke masa feb'25 itu klik bagian apa ya? karena di spt induk coretax tidak ada bagian kompensasi ke masa berikutnya,1890999610916712770,,kring_pajak,in,,0,2,0,https://x.com/taleaboutme/status/1890999610916712770,1544314702041415683,taleaboutme
54,1890990296772620618,Sun Feb 16 05:03:14 +0000 2025,0,Ada wacana di suatu negara di Eropa Tengah bahwa kode suatu software dari kontrak kerja yang dibayar uang pajak mesti dijadikan publik dan akhirnya bisa dikritisi oleh publik juga. Jika polemik coretax ini jadi langkah awal menuju hal itu LANJUTKAN!,1890990296772620618,,,in,,0,0,0,https://x.com/abdulbudiaji/status/1890990296772620618,53655739,abdulbudiaji
55,1890989745158713664,Sun Feb 16 05:01:02 +0000 2025,0,halo @kring_pajak ini coretax selalu keluar error ketika mau bayar spt masa januari kira kira kenapa ya? https://t.co/k9RHSPKAe8,1890989745158713664,https://pbs.twimg.com/media/Gj4lFhBaoAA-ZP-.png,,in,,0,2,0,https://x.com/fahri3004/status/1890989745158713664,1151821023823585281,fahri3004
56,1890987023910965473,Sun Feb 16 04:50:13 +0000 2025,0,@kring_pajak minn kenapa ekspor ke excel gabisa langsungsemua data faktur keluaran seperti di efaktur terlihat jelas berapa yg sudah di impor ke coretax saya donwload per 100 saja lama bisa lebih di buat efektif ? minimal seperti efaktur pajak,1890987023910965473,,kring_pajak,in,,0,0,0,https://x.com/citrabiruu16/status/1890987023910965473,1821527938757734400,citrabiruu16
57,1890335624638427423,Sun Feb 16 04:40:11 +0000 2025,0,@angga_fzn @DitjenPajakRI Lah beneran bang gw cmn mau bikin faktur pajak biar bisa terbayar kerja gw 2 hari ngendon di kpp kaya ga ada kerjaan lain yg bisa datengin duit. Yahh meski itu faktur itu keluar tapi dongkolnya ga abis2 sama itu coretax,1890984498625400964,,angga_fzn,in,another day in timbuktu,0,0,0,https://x.com/adipokijan/status/1890984498625400964,2240793176,adipokijan
58,1890982405218939338,Sun Feb 16 04:31:52 +0000 2025,0,@kring_pajak Siang Kak kami menerima STP yang dikirimkan dari pajak namun saat kami hendak membuat e-billing STP tersebut tidak muncul di Coretax. Itu bagaimana ya Kak?,1890982405218939338,,kring_pajak,in,BALI,0,1,0,https://x.com/mcherracles/status/1890982405218939338,1726478866703855616,mcherracles
59,1890974122164806088,Sun Feb 16 03:58:57 +0000 2025,0,https://t.co/AXtdQss2en menengah siap jd motor revolusi bagi negri ini apalagi beban pajak dan coretax yg makin menghimpit kelas menengah skr ini.,1890974122164806088,,,in,,0,0,0,https://x.com/Isaac170904095/status/1890974122164806088,1717357719630540800,Isaac170904095
60,1890968015740535247,Sun Feb 16 03:34:42 +0000 2025,0,hallo @kring_pajak ketentuan pembulatan desimal di coretax ini gimana ya? semua dibulatkan ke atas kah?,1890968015740535247,,,in,,0,2,0,https://x.com/girlfromsaturnz/status/1890968015740535247,1458245315388067842,girlfromsaturnz
61,1890335624638427423,Sun Feb 16 03:04:23 +0000 2025,2,@Kapi49739243430 @angga_fzn @DitjenPajakRI dan peluang untuk kecurangan atau korupsi dapat mengganggu stabilisasi ekonomi dan dekomposisi. - Memecahkan masalah dengan sistem CORETAX dengan cepat dan transparansi sangat penting dalam mencegah dampak negatif pada administrasi pajak keamanan data dan pemulihan,1890960387694051792,,satunusa185593,in,"Jakarta Capital Region, Indone",0,1,2,https://x.com/satunusa185593/status/1890960387694051792,1711761520949157888,satunusa185593
62,1890335624638427423,Sun Feb 16 03:03:56 +0000 2025,0,@Kapi49739243430 @angga_fzn @DitjenPajakRI - Kegagalan dalam sistem CORETAX dapat menyebabkan penurunan penerimaan nasional meningkatkan ketidakpatuhan pajak dan menghancurkan reputasi dan kepercayaan publik pada otoritas pajak. - Risiko sistem seperti kesalahan perhitungan pajak penyebab frustrasi untuk pajak wajib ,1890960276490494081,,Kapi49739243430,in,"Jakarta Capital Region, Indone",0,1,0,https://x.com/satunusa185593/status/1890960276490494081,1711761520949157888,satunusa185593
63,1890954824310571336,Sun Feb 16 02:42:17 +0000 2025,0,Coretax Masih Terkendala Bos Pajak Harus Bertanggung Jawab Ancamannya Dipecat hingga Pidana https://t.co/K4hx1qXPaW Baca berita terkini dengan mudah dan nyaman download aplikasi Inilahcom di iOS dan Android #inilahcom #inilahdotcom via @inilahdotcom,1890954824310571336,,,in,Indonesia,0,0,0,https://x.com/beulangong174/status/1890954824310571336,808582626688712704,beulangong174
64,1890954138873155906,Sun Feb 16 02:39:33 +0000 2025,0,Serius nanya itu orang pajak kerjanya ngapain aja sih? Coretax ngga kelar-kelar? #coretax #pecatstaffpajak,1890954138873155906,,,in,,0,0,0,https://x.com/MariaStancya/status/1890954138873155906,1415169933650976769,MariaStancya
65,1890943877600727149,Sun Feb 16 01:58:47 +0000 2025,0,Hai Open Jasa - Pembuatan Laporan Keuangan + SPT - Lapor SPT Tahunan Pegawai PT CV Badan - Perhitungan Pajak - Pembuatan NPWP - Tanggapan SP2DK - Pembuatan Laporan Keuangan - Lapor SPT Masa Baca bio terlebih dahulu sebelum order yaa #jokipajak #coretax #zonauang,1890943877600727149,,,in,WA :,0,0,0,https://x.com/chemomils/status/1890943877600727149,1592475345537859587,chemomils
66,1890840898302280058,Sun Feb 16 01:52:14 +0000 2025,0,@drukha @kring_pajak sama ini uda dari seminggu lalu mau bayar pajak ngga ada opsi taun 2025 kemaren baca2 disuru ke coretax tapi buka coretax aja gagal terus.,1890942230522679699,,drukha,in,java island,0,1,0,https://x.com/SaktiKunco8211/status/1890942230522679699,1750471722028146688,SaktiKunco8211
